artist,date,year,dayofweek,weekend,starttime,endtime,durationminutes,stage,mainstage
Radio Ultra Modern - Sunday,2013-07-28,2013,Sunday,Weekend 1,13:00:00,00:00:00,660,theatre,False
Rebekah,2013-07-28,2013,Sunday,Weekend 1,22:30:00,00:00:00,90,the rave cave,False
Psytox,2013-07-28,2013,Sunday,Weekend 1,21:00:00,22:30:00,90,the rave cave,False
Miss Sunshine,2013-07-28,2013,Sunday,Weekend 1,19:30:00,21:00:00,90,the rave cave,False
Mary Velo,2013-07-28,2013,Sunday,Weekend 1,18:00:00,19:30:00,90,the rave cave,False
Esther Duijn,2013-07-28,2013,Sunday,Weekend 1,16:30:00,18:00:00,90,the rave cave,False
Tom Dazing,2013-07-28,2013,Sunday,Weekend 1,15:00:00,16:30:00,90,the rave cave,False
Umlaut,2013-07-28,2013,Sunday,Weekend 1,13:30:00,15:00:00,90,the rave cave,False
Antony Nardella,2013-07-28,2013,Sunday,Weekend 1,12:00:00,13:30:00,90,the rave cave,False
Endymion vs Evil Activities,2013-07-28,2013,Sunday,Weekend 1,23:00:00,00:00:00,60,spider stage,False
Alpha¬?,2013-07-28,2013,Sunday,Weekend 1,21:45:00,23:00:00,75,spider stage,False
Noisecontrollers,2013-07-28,2013,Sunday,Weekend 1,20:30:00,21:45:00,75,spider stage,False
The Prophet,2013-07-28,2013,Sunday,Weekend 1,19:15:00,20:30:00,75,spider stage,False
Bass Modulators,2013-07-28,2013,Sunday,Weekend 1,18:00:00,19:15:00,75,spider stage,False
Wasted Penguinz,2013-07-28,2013,Sunday,Weekend 1,16:30:00,18:00:00,90,spider stage,False
Max Enforcer,2013-07-28,2013,Sunday,Weekend 1,15:00:00,16:30:00,90,spider stage,False
Luna,2013-07-28,2013,Sunday,Weekend 1,14:00:00,15:00:00,60,spider stage,False
ACTI,2013-07-28,2013,Sunday,Weekend 1,12:00:00,14:00:00,120,spider stage,False
Steve Aoki,2013-07-28,2013,Sunday,Weekend 1,22:45:00,00:00:00,75,mainstage,True
David Guetta vs Afrojack vs Nicky Romero,2013-07-28,2013,Sunday,Weekend 1,20:30:00,22:45:00,135,mainstage,True
Steve Angello,2013-07-28,2013,Sunday,Weekend 1,19:00:00,20:30:00,90,mainstage,True
Alesso,2013-07-28,2013,Sunday,Weekend 1,17:30:00,19:00:00,90,mainstage,True
Yves V,2013-07-28,2013,Sunday,Weekend 1,16:15:00,17:30:00,75,mainstage,True
Porter Robinson,2013-07-28,2013,Sunday,Weekend 1,15:00:00,16:15:00,75,mainstage,True
Joachim Garraud,2013-07-28,2013,Sunday,Weekend 1,14:00:00,15:00:00,60,mainstage,True
Deniz Koyu,2013-07-28,2013,Sunday,Weekend 1,13:00:00,14:00:00,60,mainstage,True
DJaxx & Neurotique,2013-07-28,2013,Sunday,Weekend 1,12:00:00,13:00:00,60,mainstage,True
Dimitri Vegas & Like Mike,2013-07-28,2013,Sunday,Weekend 1,23:00:00,00:00:00,60,garden of madness,False
Chuckie,2013-07-28,2013,Sunday,Weekend 1,22:00:00,23:00:00,60,garden of madness,False
Showtek,2013-07-28,2013,Sunday,Weekend 1,21:00:00,22:00:00,60,garden of madness,False
Regi,2013-07-28,2013,Sunday,Weekend 1,20:00:00,21:00:00,60,garden of madness,False
Wolfpack,2013-07-28,2013,Sunday,Weekend 1,19:00:00,20:00:00,60,garden of madness,False
Kaskade,2013-07-28,2013,Sunday,Weekend 1,18:00:00,19:00:00,60,garden of madness,False
Moguai,2013-07-28,2013,Sunday,Weekend 1,17:00:00,18:00:00,60,garden of madness,False
Cazzette,2013-07-28,2013,Sunday,Weekend 1,16:00:00,17:00:00,60,garden of madness,False
Nari & Milani,2013-07-28,2013,Sunday,Weekend 1,15:15:00,16:00:00,45,garden of madness,False
Gregori Klosman,2013-07-28,2013,Sunday,Weekend 1,14:15:00,15:15:00,60,garden of madness,False
Glowinthedark,2013-07-28,2013,Sunday,Weekend 1,13:30:00,14:15:00,45,garden of madness,False
Mastiksoul,2013-07-28,2013,Sunday,Weekend 1,12:45:00,13:30:00,45,garden of madness,False
Dave Till,2013-07-28,2013,Sunday,Weekend 1,12:00:00,12:45:00,45,garden of madness,False
Marcel Dettmann,2013-07-28,2013,Sunday,Weekend 1,22:00:00,00:00:00,120,flowerboat,False
Josh Wink b2b Davide Squillace,2013-07-28,2013,Sunday,Weekend 1,19:30:00,22:00:00,150,flowerboat,False
Tale of Us,2013-07-28,2013,Sunday,Weekend 1,17:30:00,19:30:00,120,flowerboat,False
Zoet & Hartelijk,2013-07-28,2013,Sunday,Weekend 1,16:00:00,17:30:00,90,flowerboat,False
M A N I K (live),2013-07-28,2013,Sunday,Weekend 1,14:30:00,16:00:00,90,flowerboat,False
Alix Alvarez,2013-07-28,2013,Sunday,Weekend 1,13:00:00,14:30:00,90,flowerboat,False
Pheak,2013-07-28,2013,Sunday,Weekend 1,12:00:00,13:00:00,60,flowerboat,False
Hindu Radio DJ's,2013-07-28,2013,Sunday,Weekend 1,23:00:00,00:00:00,60,desperados club stage,False
Laston & Geo,2013-07-28,2013,Sunday,Weekend 1,22:00:00,23:00:00,60,desperados club stage,False
TLP,2013-07-28,2013,Sunday,Weekend 1,21:00:00,22:00:00,60,desperados club stage,False
FS Green,2013-07-28,2013,Sunday,Weekend 1,20:00:00,21:00:00,60,desperados club stage,False
Russ Chimes,2013-07-28,2013,Sunday,Weekend 1,18:30:00,20:00:00,90,desperados club stage,False
Michael Midnight,2013-07-28,2013,Sunday,Weekend 1,17:00:00,18:30:00,90,desperados club stage,False
The Mixfitz,2013-07-28,2013,Sunday,Weekend 1,16:00:00,17:00:00,60,desperados club stage,False
The Whatevers,2013-07-28,2013,Sunday,Weekend 1,15:00:00,16:00:00,60,desperados club stage,False
Davidov,2013-07-28,2013,Sunday,Weekend 1,14:00:00,15:00:00,60,desperados club stage,False
Lucy Fox A Lot,2013-07-28,2013,Sunday,Weekend 1,13:00:00,14:00:00,60,desperados club stage,False
Gentil & Nathan Fix,2013-07-28,2013,Sunday,Weekend 1,12:00:00,13:00:00,60,desperados club stage,False
Richie Hawtin,2013-07-28,2013,Sunday,Weekend 1,22:00:00,00:00:00,120,café d'anvers,False
Gaiser (live),2013-07-28,2013,Sunday,Weekend 1,21:00:00,22:00:00,60,café d'anvers,False
Paco Osuna,2013-07-28,2013,Sunday,Weekend 1,19:00:00,21:00:00,120,café d'anvers,False
Maceo Plex,2013-07-28,2013,Sunday,Weekend 1,17:00:00,19:00:00,120,café d'anvers,False
Matador (live),2013-07-28,2013,Sunday,Weekend 1,16:00:00,17:00:00,60,café d'anvers,False
Hobo,2013-07-28,2013,Sunday,Weekend 1,14:30:00,16:00:00,90,café d'anvers,False
NSOUND,2013-07-28,2013,Sunday,Weekend 1,13:00:00,14:30:00,90,café d'anvers,False
Bartholomeo vs BP,2013-07-28,2013,Sunday,Weekend 1,12:00:00,13:00:00,60,café d'anvers,False
Dave Clarke,2013-07-28,2013,Sunday,Weekend 1,22:00:00,00:00:00,120,butterfly stage,False
Jeff Mills,2013-07-28,2013,Sunday,Weekend 1,20:00:00,22:00:00,120,butterfly stage,False
Green Velvet,2013-07-28,2013,Sunday,Weekend 1,18:00:00,20:00:00,120,butterfly stage,False
Ben Klock,2013-07-28,2013,Sunday,Weekend 1,16:00:00,18:00:00,120,butterfly stage,False
Heidi,2013-07-28,2013,Sunday,Weekend 1,14:00:00,16:00:00,120,butterfly stage,False
Deg,2013-07-28,2013,Sunday,Weekend 1,12:00:00,14:00:00,120,butterfly stage,False
Orjan Nilsen,2013-07-27,2013,Saturday,Weekend 1,23:45:00,01:00:00,75,unknown,False
Len Faki,2013-07-27,2013,Saturday,Weekend 1,23:30:00,01:00:00,90,unknown,False
Masters At Work,2013-07-27,2013,Saturday,Weekend 1,23:00:00,01:00:00,120,unknown,False
Brookes Brothers,2013-07-27,2013,Saturday,Weekend 1,23:00:00,00:00:00,60,unknown,False
DJ Joeri,2013-07-27,2013,Saturday,Weekend 1,23:00:00,00:00:00,60,unknown,False
Ferry Corsten,2013-07-27,2013,Saturday,Weekend 1,22:15:00,23:45:00,90,unknown,False
Adam Beyer,2013-07-27,2013,Saturday,Weekend 1,22:00:00,23:30:00,90,unknown,False
The Prototypes,2013-07-27,2013,Saturday,Weekend 1,22:00:00,23:00:00,60,unknown,False
Marko de La Rocca,2013-07-27,2013,Saturday,Weekend 1,22:00:00,23:00:00,60,unknown,False
Caspar,2013-07-27,2013,Saturday,Weekend 1,22:00:00,00:00:00,120,unknown,False
Ulterior Motive,2013-07-27,2013,Saturday,Weekend 1,21:00:00,22:00:00,60,unknown,False
Alvaro,2013-07-27,2013,Saturday,Weekend 1,21:00:00,22:00:00,60,unknown,False
John O'Callaghan,2013-07-27,2013,Saturday,Weekend 1,20:45:00,22:15:00,90,unknown,False
Technasia,2013-07-27,2013,Saturday,Weekend 1,20:30:00,22:00:00,90,unknown,False
Satoshi Tomiie,2013-07-27,2013,Saturday,Weekend 1,20:30:00,22:00:00,90,unknown,False
Derrick Carter vs Mark Farina vs Sneak,2013-07-27,2013,Saturday,Weekend 1,20:00:00,23:00:00,180,unknown,False
One87 & Hookerz ft. Mc Mush,2013-07-27,2013,Saturday,Weekend 1,20:00:00,21:00:00,60,unknown,False
Promise Land,2013-07-27,2013,Saturday,Weekend 1,20:00:00,21:00:00,60,unknown,False
Cosmic Gate,2013-07-27,2013,Saturday,Weekend 1,19:15:00,20:45:00,90,unknown,False
Oscar Mulero,2013-07-27,2013,Saturday,Weekend 1,19:00:00,20:30:00,90,unknown,False
don Santos,2013-07-27,2013,Saturday,Weekend 1,19:00:00,20:30:00,90,unknown,False
Tito & Echo Virus b2b James Marvel,2013-07-27,2013,Saturday,Weekend 1,19:00:00,20:00:00,60,unknown,False
Nene Dasile,2013-07-27,2013,Saturday,Weekend 1,19:00:00,20:00:00,60,unknown,False
Kerri chandler,2013-07-27,2013,Saturday,Weekend 1,18:00:00,20:00:00,120,unknown,False
S.P.Y,2013-07-27,2013,Saturday,Weekend 1,18:00:00,19:00:00,60,unknown,False
Dave Lambert,2013-07-27,2013,Saturday,Weekend 1,18:00:00,19:00:00,60,unknown,False
Aly & Fila,2013-07-27,2013,Saturday,Weekend 1,17:45:00,19:15:00,90,unknown,False
Ben Sims,2013-07-27,2013,Saturday,Weekend 1,17:30:00,19:00:00,90,unknown,False
tINI,2013-07-27,2013,Saturday,Weekend 1,17:30:00,19:00:00,90,unknown,False
Fred V & Grafix,2013-07-27,2013,Saturday,Weekend 1,17:00:00,18:00:00,60,unknown,False
Sem Thomasson,2013-07-27,2013,Saturday,Weekend 1,17:00:00,18:00:00,60,unknown,False
W&W,2013-07-27,2013,Saturday,Weekend 1,16:30:00,17:45:00,75,unknown,False
Kr!z,2013-07-27,2013,Saturday,Weekend 1,16:15:00,17:30:00,75,unknown,False
Riva Starr,2013-07-27,2013,Saturday,Weekend 1,16:00:00,18:00:00,120,unknown,False
Solomun,2013-07-27,2013,Saturday,Weekend 1,16:00:00,17:30:00,90,unknown,False
DJ Hype & MC Daddy Earl,2013-07-27,2013,Saturday,Weekend 1,16:00:00,17:00:00,60,unknown,False
Frederick Stone,2013-07-27,2013,Saturday,Weekend 1,16:00:00,17:00:00,60,unknown,False
Solarstone,2013-07-27,2013,Saturday,Weekend 1,15:15:00,16:30:00,75,unknown,False
Foxy Lady & Mc Elvee,2013-07-27,2013,Saturday,Weekend 1,15:00:00,16:00:00,60,unknown,False
Mr Moustache vs Smith Davis,2013-07-27,2013,Saturday,Weekend 1,15:00:00,16:00:00,60,unknown,False
Joseph Capriati,2013-07-27,2013,Saturday,Weekend 1,14:45:00,16:15:00,90,unknown,False
Don Cabron,2013-07-27,2013,Saturday,Weekend 1,14:30:00,16:00:00,90,unknown,False
Speedwagon & Stykz b2b Alert,2013-07-27,2013,Saturday,Weekend 1,14:15:00,15:00:00,45,unknown,False
Sven Van Hees,2013-07-27,2013,Saturday,Weekend 1,14:00:00,16:00:00,120,unknown,False
Sied Van Riel,2013-07-27,2013,Saturday,Weekend 1,14:00:00,15:15:00,75,unknown,False
Cooper,2013-07-27,2013,Saturday,Weekend 1,14:00:00,15:00:00,60,unknown,False
Guti (live),2013-07-27,2013,Saturday,Weekend 1,13:30:00,14:30:00,60,unknown,False
Cedex & Higher Underground,2013-07-27,2013,Saturday,Weekend 1,13:30:00,14:15:00,45,unknown,False
Dub - Timus Soundsystem,2013-07-27,2013,Saturday,Weekend 1,12:45:00,13:30:00,45,unknown,False
Spacid,2013-07-27,2013,Saturday,Weekend 1,12:30:00,14:45:00,135,unknown,False
Flapjackers,2013-07-27,2013,Saturday,Weekend 1,12:30:00,14:00:00,90,unknown,False
Shogun,2013-07-27,2013,Saturday,Weekend 1,12:30:00,14:00:00,90,unknown,False
Reygel & Peri,2013-07-27,2013,Saturday,Weekend 1,12:30:00,14:00:00,90,unknown,False
Bollen & Fichtner,2013-07-27,2013,Saturday,Weekend 1,12:00:00,13:30:00,90,unknown,False
Battery b2b Meddik & Toxidelic ft. Mc Mota,2013-07-27,2013,Saturday,Weekend 1,12:00:00,12:45:00,45,unknown,False
Delta Heavy,2013-07-27,2013,Saturday,Weekend 1,00:00:00,01:00:00,60,unknown,False
dOP (live),2013-07-27,2013,Saturday,Weekend 1,00:00:00,01:00:00,60,unknown,False
Radio Ultra Modern - Saturday,2013-07-27,2013,Saturday,Weekend 1,12:00:00,01:00:00,780,theatre,False
Seelen,2013-07-27,2013,Saturday,Weekend 1,23:00:00,01:00:00,120,the rave cave,False
Luca Barassi,2013-07-27,2013,Saturday,Weekend 1,21:00:00,23:00:00,120,the rave cave,False
Vinny Volanto,2013-07-27,2013,Saturday,Weekend 1,19:30:00,21:00:00,90,the rave cave,False
Thim,2013-07-27,2013,Saturday,Weekend 1,18:00:00,19:30:00,90,the rave cave,False
Niels & Jelle,2013-07-27,2013,Saturday,Weekend 1,12:00:00,18:00:00,360,the rave cave,False
Zatox,2013-07-27,2013,Saturday,Weekend 1,23:30:00,00:30:00,60,spider stage,False
Wildstylez,2013-07-27,2013,Saturday,Weekend 1,22:30:00,23:30:00,60,spider stage,False
Atmozfears,2013-07-27,2013,Saturday,Weekend 1,21:30:00,22:30:00,60,spider stage,False
Brennan Heart,2013-07-27,2013,Saturday,Weekend 1,20:30:00,21:30:00,60,spider stage,False
Outbreak,2013-07-27,2013,Saturday,Weekend 1,20:00:00,20:30:00,30,spider stage,False
Toneshifterz,2013-07-27,2013,Saturday,Weekend 1,19:00:00,20:00:00,60,spider stage,False
Code Black,2013-07-27,2013,Saturday,Weekend 1,18:00:00,19:00:00,60,spider stage,False
Hard Driver,2013-07-27,2013,Saturday,Weekend 1,16:30:00,18:00:00,90,spider stage,False
Coone,2013-07-27,2013,Saturday,Weekend 1,15:00:00,16:30:00,90,spider stage,False
Da Tweekaz,2013-07-27,2013,Saturday,Weekend 1,13:30:00,15:00:00,90,spider stage,False
Kutski,2013-07-27,2013,Saturday,Weekend 1,12:00:00,13:30:00,90,spider stage,False
Gunz for Hire,2013-07-27,2013,Saturday,Weekend 1,00:30:00,01:00:00,30,spider stage,False
Armin Van Buuren,2013-07-27,2013,Saturday,Weekend 1,23:30:00,01:00:00,90,mainstage,True
Avicii,2013-07-27,2013,Saturday,Weekend 1,22:00:00,23:30:00,90,mainstage,True
Axwell,2013-07-27,2013,Saturday,Weekend 1,20:30:00,22:00:00,90,mainstage,True
Knife Party,2013-07-27,2013,Saturday,Weekend 1,19:15:00,20:30:00,75,mainstage,True
Chuckie,2013-07-27,2013,Saturday,Weekend 1,17:45:00,19:15:00,90,mainstage,True
Sander Van Doorn,2013-07-27,2013,Saturday,Weekend 1,16:30:00,17:45:00,75,mainstage,True
Zedd,2013-07-27,2013,Saturday,Weekend 1,15:30:00,16:30:00,60,mainstage,True
Thomas Gold,2013-07-27,2013,Saturday,Weekend 1,14:30:00,15:30:00,60,mainstage,True
Audien,2013-07-27,2013,Saturday,Weekend 1,13:15:00,14:30:00,75,mainstage,True
Maxim Lany,2013-07-27,2013,Saturday,Weekend 1,12:15:00,13:15:00,60,mainstage,True
Eric Prydz,2013-07-27,2013,Saturday,Weekend 1,23:30:00,01:00:00,90,garden of madness,False
AN21 & Max Vangeli,2013-07-27,2013,Saturday,Weekend 1,22:00:00,23:30:00,90,garden of madness,False
Sultan & Ned Shepard,2013-07-27,2013,Saturday,Weekend 1,21:00:00,22:00:00,60,garden of madness,False
Yves V,2013-07-27,2013,Saturday,Weekend 1,20:00:00,21:00:00,60,garden of madness,False
Felguk,2013-07-27,2013,Saturday,Weekend 1,19:00:00,20:00:00,60,garden of madness,False
Pete Tong,2013-07-27,2013,Saturday,Weekend 1,17:30:00,19:00:00,90,garden of madness,False
Nicky Romero,2013-07-27,2013,Saturday,Weekend 1,16:30:00,17:30:00,60,garden of madness,False
Michael Calfan,2013-07-27,2013,Saturday,Weekend 1,15:30:00,16:30:00,60,garden of madness,False
GTA,2013-07-27,2013,Saturday,Weekend 1,14:45:00,15:30:00,45,garden of madness,False
D - wayne,2013-07-27,2013,Saturday,Weekend 1,14:00:00,14:45:00,45,garden of madness,False
Jacob Van Hage vs Loopers,2013-07-27,2013,Saturday,Weekend 1,13:15:00,14:00:00,45,garden of madness,False
Nause,2013-07-27,2013,Saturday,Weekend 1,12:15:00,13:15:00,60,garden of madness,False
Bonzai All Stars,2013-07-27,2013,Saturday,Weekend 1,23:30:00,01:00:00,90,flowerboat,False
Push (live),2013-07-27,2013,Saturday,Weekend 1,23:00:00,23:30:00,30,flowerboat,False
Yves De Ruyter,2013-07-27,2013,Saturday,Weekend 1,21:30:00,23:00:00,90,flowerboat,False
Hardfloor (live),2013-07-27,2013,Saturday,Weekend 1,21:00:00,21:30:00,30,flowerboat,False
Franky Kloeck,2013-07-27,2013,Saturday,Weekend 1,20:00:00,21:00:00,60,flowerboat,False
Ghost,2013-07-27,2013,Saturday,Weekend 1,19:00:00,20:00:00,60,flowerboat,False
Ramirez (live),2013-07-27,2013,Saturday,Weekend 1,18:30:00,19:00:00,30,flowerboat,False
Nico Parisi,2013-07-27,2013,Saturday,Weekend 1,17:00:00,18:30:00,90,flowerboat,False
Phi - Phi,2013-07-27,2013,Saturday,Weekend 1,16:00:00,17:00:00,60,flowerboat,False
Frank De Wulf,2013-07-27,2013,Saturday,Weekend 1,15:00:00,16:00:00,60,flowerboat,False
Franky Jones,2013-07-27,2013,Saturday,Weekend 1,14:00:00,15:00:00,60,flowerboat,False
Bountyhunter,2013-07-27,2013,Saturday,Weekend 1,13:00:00,14:00:00,60,flowerboat,False
Commonphase,2013-07-27,2013,Saturday,Weekend 1,23:00:00,00:00:00,60,desperados club stage,False
Les Mecs,2013-07-27,2013,Saturday,Weekend 1,22:00:00,23:00:00,60,desperados club stage,False
Soul Shakers,2013-07-27,2013,Saturday,Weekend 1,20:30:00,22:00:00,90,desperados club stage,False
Murdock,2013-07-27,2013,Saturday,Weekend 1,19:00:00,20:30:00,90,desperados club stage,False
Yellow Claw,2013-07-27,2013,Saturday,Weekend 1,18:00:00,19:00:00,60,desperados club stage,False
Ed&Kim,2013-07-27,2013,Saturday,Weekend 1,16:30:00,18:00:00,90,desperados club stage,False
Mophito,2013-07-27,2013,Saturday,Weekend 1,15:00:00,16:30:00,90,desperados club stage,False
Tripleks,2013-07-27,2013,Saturday,Weekend 1,14:00:00,15:00:00,60,desperados club stage,False
Solco,2013-07-27,2013,Saturday,Weekend 1,13:00:00,14:00:00,60,desperados club stage,False
Moodprint,2013-07-27,2013,Saturday,Weekend 1,12:00:00,13:00:00,60,desperados club stage,False
Bafana & Bromin,2013-07-27,2013,Saturday,Weekend 1,00:00:00,01:00:00,60,desperados club stage,False
Sven Väth,2013-07-27,2013,Saturday,Weekend 1,22:00:00,01:00:00,180,café d'anvers,False
Julien Bracht (live),2013-07-27,2013,Saturday,Weekend 1,21:20:00,22:00:00,40,café d'anvers,False
DJ W!LD,2013-07-27,2013,Saturday,Weekend 1,19:15:00,21:20:00,125,café d'anvers,False
Joris Voorn,2013-07-27,2013,Saturday,Weekend 1,17:30:00,19:15:00,105,café d'anvers,False
Ricardo Villalobos,2013-07-27,2013,Saturday,Weekend 1,15:00:00,17:30:00,150,café d'anvers,False
Massimo Girardi vs Joachim,2013-07-27,2013,Saturday,Weekend 1,14:00:00,15:00:00,60,café d'anvers,False
Smos,2013-07-27,2013,Saturday,Weekend 1,13:00:00,14:00:00,60,café d'anvers,False
Patrick Schmidt,2013-07-27,2013,Saturday,Weekend 1,12:00:00,13:00:00,60,café d'anvers,False
Oliver Twizt,2013-07-27,2013,Saturday,Weekend 1,23:00:00,00:00:00,60,butterfly stage,False
"Superman, Ironman & Batman",2013-07-27,2013,Saturday,Weekend 1,21:30:00,22:30:00,60,butterfly stage,False
Martin Solveig,2013-07-27,2013,Saturday,Weekend 1,20:00:00,21:30:00,90,butterfly stage,False
Laidback Luke,2013-07-27,2013,Saturday,Weekend 1,18:30:00,20:00:00,90,butterfly stage,False
Tommy Trash,2013-07-27,2013,Saturday,Weekend 1,17:00:00,18:30:00,90,butterfly stage,False
Sunnery James & Ryan Marciano,2013-07-27,2013,Saturday,Weekend 1,15:30:00,17:00:00,90,butterfly stage,False
Sandro Silva,2013-07-27,2013,Saturday,Weekend 1,14:15:00,15:30:00,75,butterfly stage,False
La Fuente,2013-07-27,2013,Saturday,Weekend 1,13:00:00,14:15:00,75,butterfly stage,False
Moska,2013-07-27,2013,Saturday,Weekend 1,12:00:00,13:00:00,60,butterfly stage,False
Benny Benassi,2013-07-27,2013,Saturday,Weekend 1,00:00:00,01:00:00,60,butterfly stage,False
Koan Sound,2013-07-26,2013,Friday,Weekend 1,23:45:00,01:00:00,75,unknown,False
Dirtyphonics DJ set,2013-07-26,2013,Friday,Weekend 1,23:40:00,00:30:00,50,unknown,False
Infected Mushroom,2013-07-26,2013,Friday,Weekend 1,23:30:00,01:00:00,90,unknown,False
Delafino,2013-07-26,2013,Friday,Weekend 1,23:00:00,00:00:00,60,unknown,False
Datsik,2013-07-26,2013,Friday,Weekend 1,22:50:00,23:40:00,50,unknown,False
Carnage,2013-07-26,2013,Friday,Weekend 1,22:45:00,23:45:00,60,unknown,False
Surfing Leons,2013-07-26,2013,Friday,Weekend 1,22:30:00,00:00:00,90,unknown,False
Angger Dimas,2013-07-26,2013,Friday,Weekend 1,22:05:00,22:50:00,45,unknown,False
Astrix,2013-07-26,2013,Friday,Weekend 1,22:00:00,23:30:00,90,unknown,False
Steve Montoya & Christian,2013-07-26,2013,Friday,Weekend 1,22:00:00,23:00:00,60,unknown,False
Autoerotique,2013-07-26,2013,Friday,Weekend 1,21:20:00,22:05:00,45,unknown,False
Alex Metric,2013-07-26,2013,Friday,Weekend 1,21:15:00,22:45:00,90,unknown,False
Crookers,2013-07-26,2013,Friday,Weekend 1,21:00:00,22:30:00,90,unknown,False
Double Pleasure,2013-07-26,2013,Friday,Weekend 1,21:00:00,22:00:00,60,unknown,False
Felix Cartal,2013-07-26,2013,Friday,Weekend 1,20:35:00,21:20:00,45,unknown,False
Firaga vs Synsun,2013-07-26,2013,Friday,Weekend 1,20:00:00,22:00:00,120,unknown,False
Miss Kittin (live),2013-07-26,2013,Friday,Weekend 1,20:00:00,21:00:00,60,unknown,False
Pascal Roth,2013-07-26,2013,Friday,Weekend 1,20:00:00,21:00:00,60,unknown,False
Sound of Stereo,2013-07-26,2013,Friday,Weekend 1,19:50:00,20:35:00,45,unknown,False
Jaguar Skills,2013-07-26,2013,Friday,Weekend 1,19:45:00,21:15:00,90,unknown,False
DJ Pierre,2013-07-26,2013,Friday,Weekend 1,19:20:00,19:50:00,30,unknown,False
James Egbert,2013-07-26,2013,Friday,Weekend 1,19:00:00,20:00:00,60,unknown,False
Bizzare Contact,2013-07-26,2013,Friday,Weekend 1,18:45:00,20:00:00,75,unknown,False
DJ BL3ND,2013-07-26,2013,Friday,Weekend 1,18:45:00,19:45:00,60,unknown,False
Digitalism (DJ set),2013-07-26,2013,Friday,Weekend 1,18:30:00,20:00:00,90,unknown,False
Steve Aoki,2013-07-26,2013,Friday,Weekend 1,18:00:00,19:20:00,80,unknown,False
Burns,2013-07-26,2013,Friday,Weekend 1,18:00:00,19:00:00,60,unknown,False
Bitkit,2013-07-26,2013,Friday,Weekend 1,17:30:00,18:45:00,75,unknown,False
Carnage,2013-07-26,2013,Friday,Weekend 1,17:20:00,18:00:00,40,unknown,False
Syndaesia,2013-07-26,2013,Friday,Weekend 1,17:00:00,18:45:00,105,unknown,False
Feadz & Kito,2013-07-26,2013,Friday,Weekend 1,17:00:00,18:30:00,90,unknown,False
Mikkas,2013-07-26,2013,Friday,Weekend 1,17:00:00,18:00:00,60,unknown,False
Joachim Garraud,2013-07-26,2013,Friday,Weekend 1,16:30:00,17:20:00,50,unknown,False
John 00 Fleming,2013-07-26,2013,Friday,Weekend 1,16:00:00,17:30:00,90,unknown,False
Para One (live),2013-07-26,2013,Friday,Weekend 1,16:00:00,17:00:00,60,unknown,False
Mark Ursa,2013-07-26,2013,Friday,Weekend 1,16:00:00,17:00:00,60,unknown,False
Deorro,2013-07-26,2013,Friday,Weekend 1,15:50:00,16:30:00,40,unknown,False
