artist,date,year,dayofweek,weekend,starttime,endtime,durationminutes,stage,mainstage
Michael Calfan,2012-07-28,2012,Saturday,Weekend 1,15:30:00,16:30:00,60,unknown,False
Cari Lekebusch,2012-07-28,2012,Saturday,Weekend 1,15:15:00,17:00:00,105,unknown,False
diMaro,2012-07-28,2012,Saturday,Weekend 1,15:15:00,16:00:00,45,unknown,False
Takt Tick,2012-07-28,2012,Saturday,Weekend 1,15:00:00,16:45:00,105,unknown,False
Swanky Tunes,2012-07-28,2012,Saturday,Weekend 1,15:00:00,16:30:00,90,unknown,False
Wontime b2B D Convict,2012-07-28,2012,Saturday,Weekend 1,15:00:00,16:00:00,60,unknown,False
Niels Feijen,2012-07-28,2012,Saturday,Weekend 1,14:30:00,16:00:00,90,unknown,False
Adrian Lux,2012-07-28,2012,Saturday,Weekend 1,14:30:00,15:30:00,60,unknown,False
Neon,2012-07-28,2012,Saturday,Weekend 1,14:30:00,15:15:00,45,unknown,False
David August,2012-07-28,2012,Saturday,Weekend 1,14:00:00,15:45:00,105,unknown,False
Mophito & Alectric,2012-07-28,2012,Saturday,Weekend 1,14:00:00,15:30:00,90,unknown,False
Zedd,2012-07-28,2012,Saturday,Weekend 1,14:00:00,15:00:00,60,unknown,False
Athys & Duster,2012-07-28,2012,Saturday,Weekend 1,14:00:00,15:00:00,60,unknown,False
Hauk n Baum,2012-07-28,2012,Saturday,Weekend 1,13:30:00,15:00:00,90,unknown,False
Moonflower & Guy'Do,2012-07-28,2012,Saturday,Weekend 1,13:30:00,14:30:00,60,unknown,False
Mikael Weermets,2012-07-28,2012,Saturday,Weekend 1,13:30:00,14:30:00,60,unknown,False
Spacid,2012-07-28,2012,Saturday,Weekend 1,13:00:00,15:15:00,135,unknown,False
Maestro Pablo,2012-07-28,2012,Saturday,Weekend 1,13:00:00,14:30:00,90,unknown,False
Speedwagon & Stykz,2012-07-28,2012,Saturday,Weekend 1,13:00:00,14:00:00,60,unknown,False
Title,2012-07-28,2012,Saturday,Weekend 1,13:00:00,14:00:00,60,unknown,False
Nicolaz,2012-07-28,2012,Saturday,Weekend 1,12:45:00,13:30:00,45,unknown,False
Romeo Blanco,2012-07-28,2012,Saturday,Weekend 1,12:30:00,13:30:00,60,unknown,False
Radio Ultra Modern on Saturday,2012-07-28,2012,Saturday,Weekend 1,12:30:00,01:00:00,750,unknown,False
DJ Ward,2012-07-28,2012,Saturday,Weekend 1,12:00:00,17:00:00,300,unknown,False
Oliver Twizt,2012-07-28,2012,Saturday,Weekend 1,12:00:00,14:00:00,120,unknown,False
Don Cabron,2012-07-28,2012,Saturday,Weekend 1,12:00:00,14:00:00,120,unknown,False
Fred Nova,2012-07-28,2012,Saturday,Weekend 1,12:00:00,13:30:00,90,unknown,False
Cedex & Higher Underground,2012-07-28,2012,Saturday,Weekend 1,12:00:00,13:00:00,60,unknown,False
Le Cousin,2012-07-28,2012,Saturday,Weekend 1,12:00:00,13:00:00,60,unknown,False
Luck-E,2012-07-28,2012,Saturday,Weekend 1,12:00:00,12:45:00,45,unknown,False
The Advent (live),2012-07-28,2012,Saturday,Weekend 1,00:00:00,01:00:00,60,unknown,False
The Oddword,2012-07-28,2012,Saturday,Weekend 1,00:00:00,01:00:00,60,unknown,False
La Fuente,2012-07-28,2012,Saturday,Weekend 1,00:00:00,01:00:00,60,unknown,False
Friction ft. MC Linguistics,2012-07-28,2012,Saturday,Weekend 1,00:00:00,01:00:00,60,unknown,False
Bonzai All Stars,2012-07-28,2012,Saturday,Weekend 1,00:00:00,01:00:00,60,unknown,False
Woody Weekend,2012-07-28,2012,Saturday,Weekend 1,12:00:00,01:00:00,780,the rave cave,False
Ran-D,2012-07-28,2012,Saturday,Weekend 1,22:30:00,00:00:00,90,q-dance stage,False
Wildstylez,2012-07-28,2012,Saturday,Weekend 1,21:15:00,22:30:00,75,q-dance stage,False
Zatox,2012-07-28,2012,Saturday,Weekend 1,20:00:00,21:15:00,75,q-dance stage,False
Headhunterz,2012-07-28,2012,Saturday,Weekend 1,18:30:00,20:00:00,90,q-dance stage,False
Noisecontrollers,2012-07-28,2012,Saturday,Weekend 1,17:15:00,18:30:00,75,q-dance stage,False
T'N'T aka Technoboy & Tuneboy,2012-07-28,2012,Saturday,Weekend 1,16:00:00,17:15:00,75,q-dance stage,False
Code Black,2012-07-28,2012,Saturday,Weekend 1,15:00:00,16:00:00,60,q-dance stage,False
ACTI,2012-07-28,2012,Saturday,Weekend 1,14:00:00,15:00:00,60,q-dance stage,False
Lee Mac,2012-07-28,2012,Saturday,Weekend 1,13:00:00,14:00:00,60,q-dance stage,False
Korsakoff,2012-07-28,2012,Saturday,Weekend 1,00:00:00,01:00:00,60,q-dance stage,False
Swedish House Mafia,2012-07-28,2012,Saturday,Weekend 1,23:00:00,01:00:00,120,mainstage,True
Skrillex,2012-07-28,2012,Saturday,Weekend 1,21:30:00,23:00:00,90,mainstage,True
Dimitri Vegas & Like Mike,2012-07-28,2012,Saturday,Weekend 1,20:30:00,21:30:00,60,mainstage,True
Martin Solveig,2012-07-28,2012,Saturday,Weekend 1,19:00:00,20:30:00,90,mainstage,True
Chuckie,2012-07-28,2012,Saturday,Weekend 1,17:30:00,19:00:00,90,mainstage,True
Hardwell,2012-07-28,2012,Saturday,Weekend 1,16:00:00,17:30:00,90,mainstage,True
NERVO,2012-07-28,2012,Saturday,Weekend 1,14:30:00,16:00:00,90,mainstage,True
EC Twins,2012-07-28,2012,Saturday,Weekend 1,13:15:00,14:30:00,75,mainstage,True
Wolfpack,2012-07-28,2012,Saturday,Weekend 1,12:15:00,13:15:00,60,mainstage,True
Aly & Fila,2012-07-28,2012,Saturday,Weekend 1,23:00:00,01:00:00,120,castle stage,False
Paul Van Dyk,2012-07-28,2012,Saturday,Weekend 1,21:00:00,23:00:00,120,castle stage,False
Marco V,2012-07-28,2012,Saturday,Weekend 1,19:30:00,21:00:00,90,castle stage,False
Porter Robinson,2012-07-28,2012,Saturday,Weekend 1,18:00:00,19:30:00,90,castle stage,False
Ferry Corsten,2012-07-28,2012,Saturday,Weekend 1,16:00:00,18:00:00,120,castle stage,False
Kyau & Albert,2012-07-28,2012,Saturday,Weekend 1,14:30:00,16:00:00,90,castle stage,False
Orla Feeney,2012-07-28,2012,Saturday,Weekend 1,13:00:00,14:30:00,90,castle stage,False
Sven Väth,2012-07-28,2012,Saturday,Weekend 1,22:00:00,01:00:00,180,café d'anvers,False
Extrawelt,2012-07-28,2012,Saturday,Weekend 1,20:30:00,22:00:00,90,café d'anvers,False
André Galluzzi,2012-07-28,2012,Saturday,Weekend 1,18:30:00,20:30:00,120,café d'anvers,False
Seth Troxler,2012-07-28,2012,Saturday,Weekend 1,16:30:00,18:30:00,120,café d'anvers,False
Daniel Stefanik & Sascha Dive,2012-07-28,2012,Saturday,Weekend 1,14:30:00,16:30:00,120,café d'anvers,False
Smos,2012-07-28,2012,Saturday,Weekend 1,13:30:00,14:30:00,60,café d'anvers,False
Joachim vs BP,2012-07-28,2012,Saturday,Weekend 1,12:00:00,13:30:00,90,café d'anvers,False
Disco Dasco,2012-07-27,2012,Friday,Weekend 1,23:45:00,01:00:00,75,unknown,False
Gabriel & Dresden,2012-07-27,2012,Friday,Weekend 1,23:30:00,01:00:00,90,unknown,False
Skazi,2012-07-27,2012,Friday,Weekend 1,23:30:00,01:00:00,90,unknown,False
Zedd,2012-07-27,2012,Friday,Weekend 1,23:15:00,00:00:00,45,unknown,False
Fatima Hajji,2012-07-27,2012,Friday,Weekend 1,23:00:00,01:00:00,120,unknown,False
Martyn,2012-07-27,2012,Friday,Weekend 1,23:00:00,01:00:00,120,unknown,False
Dirty Doering,2012-07-27,2012,Friday,Weekend 1,23:00:00,01:00:00,120,unknown,False
Hijak,2012-07-27,2012,Friday,Weekend 1,23:00:00,00:00:00,60,unknown,False
Felix Cartal,2012-07-27,2012,Friday,Weekend 1,22:30:00,23:15:00,45,unknown,False
Ed & Kim,2012-07-27,2012,Friday,Weekend 1,22:30:00,00:00:00,90,unknown,False
Roma,2012-07-27,2012,Friday,Weekend 1,22:15:00,23:45:00,90,unknown,False
Electric Universe,2012-07-27,2012,Friday,Weekend 1,22:00:00,23:30:00,90,unknown,False
Caspa ft. MC Rod Azlan,2012-07-27,2012,Friday,Weekend 1,22:00:00,23:00:00,60,unknown,False
Piloka Krach (live),2012-07-27,2012,Friday,Weekend 1,22:00:00,23:00:00,60,unknown,False
Above & Beyond,2012-07-27,2012,Friday,Weekend 1,21:30:00,23:30:00,120,unknown,False
Solomun,2012-07-27,2012,Friday,Weekend 1,21:30:00,23:00:00,90,unknown,False
Autoerotique,2012-07-27,2012,Friday,Weekend 1,21:30:00,22:30:00,60,unknown,False
Phill da Cunha,2012-07-27,2012,Friday,Weekend 1,21:30:00,22:15:00,45,unknown,False
DBN,2012-07-27,2012,Friday,Weekend 1,21:00:00,23:00:00,120,unknown,False
Marco Remus,2012-07-27,2012,Friday,Weekend 1,21:00:00,23:00:00,120,unknown,False
Duke Dumont,2012-07-27,2012,Friday,Weekend 1,21:00:00,22:30:00,90,unknown,False
Trolley Snatcha,2012-07-27,2012,Friday,Weekend 1,21:00:00,22:00:00,60,unknown,False
Mustard Pimp,2012-07-27,2012,Friday,Weekend 1,20:45:00,21:30:00,45,unknown,False
Firaga,2012-07-27,2012,Friday,Weekend 1,20:30:00,22:00:00,90,unknown,False
Jaytech,2012-07-27,2012,Friday,Weekend 1,20:30:00,21:30:00,60,unknown,False
Âme (live),2012-07-27,2012,Friday,Weekend 1,20:30:00,21:30:00,60,unknown,False
StereoClash,2012-07-27,2012,Friday,Weekend 1,20:00:00,21:30:00,90,unknown,False
The Others,2012-07-27,2012,Friday,Weekend 1,20:00:00,21:00:00,60,unknown,False
Huma Noyd (live),2012-07-27,2012,Friday,Weekend 1,20:00:00,21:00:00,60,unknown,False
Sound of Stereo,2012-07-27,2012,Friday,Weekend 1,20:00:00,20:45:00,45,unknown,False
Danny Faber vs Sese,2012-07-27,2012,Friday,Weekend 1,19:30:00,22:00:00,150,unknown,False
Moonlight Matters,2012-07-27,2012,Friday,Weekend 1,19:30:00,21:00:00,90,unknown,False
TAI,2012-07-27,2012,Friday,Weekend 1,19:15:00,20:00:00,45,unknown,False
Sem Thomasson,2012-07-27,2012,Friday,Weekend 1,19:00:00,21:00:00,120,unknown,False
Super8 & Tab,2012-07-27,2012,Friday,Weekend 1,19:00:00,20:30:00,90,unknown,False
Talamasca,2012-07-27,2012,Friday,Weekend 1,19:00:00,20:30:00,90,unknown,False
Subscape,2012-07-27,2012,Friday,Weekend 1,19:00:00,20:00:00,60,unknown,False
Tama Sumo,2012-07-27,2012,Friday,Weekend 1,18:30:00,20:30:00,120,unknown,False
2Dirty,2012-07-27,2012,Friday,Weekend 1,18:30:00,20:00:00,90,unknown,False
Polina,2012-07-27,2012,Friday,Weekend 1,18:30:00,19:15:00,45,unknown,False
Angger Dimas,2012-07-27,2012,Friday,Weekend 1,18:30:00,19:15:00,45,unknown,False
Tom Trago,2012-07-27,2012,Friday,Weekend 1,18:00:00,19:30:00,90,unknown,False
Joeri,2012-07-27,2012,Friday,Weekend 1,17:45:00,18:30:00,45,unknown,False
Jake the Rapper,2012-07-27,2012,Friday,Weekend 1,17:30:00,19:30:00,120,unknown,False
Norin & rad,2012-07-27,2012,Friday,Weekend 1,17:30:00,19:00:00,90,unknown,False
Kastor & Dice ft MC Swift,2012-07-27,2012,Friday,Weekend 1,17:30:00,19:00:00,90,unknown,False
pH20 vs Ben Bastion,2012-07-27,2012,Friday,Weekend 1,17:30:00,19:00:00,90,unknown,False
Yahel,2012-07-27,2012,Friday,Weekend 1,17:30:00,19:00:00,90,unknown,False
DJ Rush (Techno Set),2012-07-27,2012,Friday,Weekend 1,17:00:00,21:00:00,240,unknown,False
Philip,2012-07-27,2012,Friday,Weekend 1,17:00:00,17:45:00,45,unknown,False
Rod Azlan,2012-07-27,2012,Friday,Weekend 1,17:00:00,01:00:00,480,unknown,False
Steve Aoki,2012-07-27,2012,Friday,Weekend 1,16:30:00,18:30:00,120,unknown,False
Deetron,2012-07-27,2012,Friday,Weekend 1,16:30:00,18:30:00,120,unknown,False
Jackmaster,2012-07-27,2012,Friday,Weekend 1,16:30:00,18:00:00,90,unknown,False
The M Machine,2012-07-27,2012,Friday,Weekend 1,16:30:00,17:30:00,60,unknown,False
Dave Lambert,2012-07-27,2012,Friday,Weekend 1,16:15:00,17:00:00,45,unknown,False
Mat Zo,2012-07-27,2012,Friday,Weekend 1,16:00:00,17:30:00,90,unknown,False
Sedat The Turkish Avenger,2012-07-27,2012,Friday,Weekend 1,16:00:00,17:30:00,90,unknown,False
John 00 Fleming,2012-07-27,2012,Friday,Weekend 1,16:00:00,17:30:00,90,unknown,False
Joachim Garraud presents Hillside West Invasion,2012-07-27,2012,Friday,Weekend 1,15:30:00,16:30:00,60,unknown,False
San Soda (live),2012-07-27,2012,Friday,Weekend 1,15:30:00,16:30:00,60,unknown,False
Mr. Grammy,2012-07-27,2012,Friday,Weekend 1,15:30:00,16:15:00,45,unknown,False
Goldorak & Solpher ft. Mc D.O.C.,2012-07-27,2012,Friday,Weekend 1,15:15:00,16:30:00,75,unknown,False
NU (live),2012-07-27,2012,Friday,Weekend 1,15:00:00,17:30:00,150,unknown,False
Dejan Milicevic,2012-07-27,2012,Friday,Weekend 1,15:00:00,17:00:00,120,unknown,False
Locked Groove,2012-07-27,2012,Friday,Weekend 1,15:00:00,16:30:00,90,unknown,False
Clockwork,2012-07-27,2012,Friday,Weekend 1,15:00:00,15:30:00,30,unknown,False
Licious,2012-07-27,2012,Friday,Weekend 1,14:45:00,15:30:00,45,unknown,False
Boom Jinx,2012-07-27,2012,Friday,Weekend 1,14:30:00,16:00:00,90,unknown,False
Reygel & Peri,2012-07-27,2012,Friday,Weekend 1,14:30:00,16:00:00,90,unknown,False
PeaceTreaty,2012-07-27,2012,Friday,Weekend 1,14:30:00,15:00:00,30,unknown,False
Norion,2012-07-27,2012,Friday,Weekend 1,14:00:00,16:00:00,120,unknown,False
Jonas Lion,2012-07-27,2012,Friday,Weekend 1,14:00:00,15:15:00,75,unknown,False
J. Fernandes,2012-07-27,2012,Friday,Weekend 1,14:00:00,15:00:00,60,unknown,False
Goldfox,2012-07-27,2012,Friday,Weekend 1,14:00:00,15:00:00,60,unknown,False
Tom de Neef,2012-07-27,2012,Friday,Weekend 1,14:00:00,14:45:00,45,unknown,False
South Central,2012-07-27,2012,Friday,Weekend 1,14:00:00,14:30:00,30,unknown,False
Albin Myers,2012-07-27,2012,Friday,Weekend 1,13:30:00,14:00:00,30,unknown,False
Nitrous Oxide,2012-07-27,2012,Friday,Weekend 1,13:00:00,14:30:00,90,unknown,False
Dizkodude,2012-07-27,2012,Friday,Weekend 1,13:00:00,14:30:00,90,unknown,False
DJ Rush (House Set),2012-07-27,2012,Friday,Weekend 1,13:00:00,14:00:00,60,unknown,False
YAMO,2012-07-27,2012,Friday,Weekend 1,13:00:00,14:00:00,60,unknown,False
Dan Sena,2012-07-27,2012,Friday,Weekend 1,13:00:00,13:30:00,30,unknown,False
"Red D feat. Lady Linn, Gustaph & Saxman",2012-07-27,2012,Friday,Weekend 1,12:30:00,15:30:00,180,unknown,False
Tom Leclercq,2012-07-27,2012,Friday,Weekend 1,12:30:00,14:00:00,90,unknown,False
Daily,2012-07-27,2012,Friday,Weekend 1,12:30:00,14:00:00,90,unknown,False
Jidax,2012-07-27,2012,Friday,Weekend 1,12:30:00,13:00:00,30,unknown,False
Radio Ultra Modern on Friday!,2012-07-27,2012,Friday,Weekend 1,12:30:00,01:00:00,750,unknown,False
KooDoo vs La Maz,2012-07-27,2012,Friday,Weekend 1,12:00:00,15:00:00,180,unknown,False
Synsun,2012-07-27,2012,Friday,Weekend 1,12:00:00,14:00:00,120,unknown,False
Faisal,2012-07-27,2012,Friday,Weekend 1,12:00:00,13:00:00,60,unknown,False
D.O.D.,2012-07-27,2012,Friday,Weekend 1,12:00:00,12:30:00,30,unknown,False
Zeds Dead,2012-07-27,2012,Friday,Weekend 1,00:00:00,01:00:00,60,unknown,False
Rave Our Souls,2012-07-27,2012,Friday,Weekend 1,00:00:00,01:00:00,60,unknown,False
Eptic,2012-07-27,2012,Friday,Weekend 1,00:00:00,01:00:00,60,unknown,False
"DJ P-Jay, DJ Vox-D, DJ Barto, DJ Luk",2012-07-27,2012,Friday,Weekend 1,22:00:00,01:00:00,180,the rave cave,False
Deve & Matizz,2012-07-27,2012,Friday,Weekend 1,20:00:00,22:00:00,120,the rave cave,False
Dimitri Wouters,2012-07-27,2012,Friday,Weekend 1,18:00:00,20:00:00,120,the rave cave,False
"DJ P-Jay, DJ Vox-D, DJ Barto, DJ Luk",2012-07-27,2012,Friday,Weekend 1,16:30:00,18:00:00,90,the rave cave,False
Jean de Gand,2012-07-27,2012,Friday,Weekend 1,16:00:00,16:30:00,30,the rave cave,False
"DJ P-Jay, DJ Vox-D, DJ Barto, DJ Luk",2012-07-27,2012,Friday,Weekend 1,13:00:00,16:00:00,180,the rave cave,False
The Prophet,2012-07-27,2012,Friday,Weekend 1,23:30:00,01:00:00,90,q-dance stage,False
Zany,2012-07-27,2012,Friday,Weekend 1,22:30:00,23:30:00,60,q-dance stage,False
Brennan Heart,2012-07-27,2012,Friday,Weekend 1,21:30:00,22:30:00,60,q-dance stage,False
Mark with a K,2012-07-27,2012,Friday,Weekend 1,20:15:00,21:30:00,75,q-dance stage,False
The Pitcher,2012-07-27,2012,Friday,Weekend 1,19:00:00,20:15:00,75,q-dance stage,False
DJ Ghost,2012-07-27,2012,Friday,Weekend 1,17:45:00,19:00:00,75,q-dance stage,False
Demoniak,2012-07-27,2012,Friday,Weekend 1,16:30:00,17:45:00,75,q-dance stage,False
Davoodi vs Bestien,2012-07-27,2012,Friday,Weekend 1,15:15:00,16:30:00,75,q-dance stage,False
Dr. Phunk,2012-07-27,2012,Friday,Weekend 1,14:00:00,15:15:00,75,q-dance stage,False
Gave,2012-07-27,2012,Friday,Weekend 1,13:00:00,14:00:00,60,q-dance stage,False
Bloody Beetroots DJ set,2012-07-27,2012,Friday,Weekend 1,23:45:00,01:00:00,75,mainstage,True
Avicii,2012-07-27,2012,Friday,Weekend 1,22:15:00,23:45:00,90,mainstage,True
Fatboy Slim,2012-07-27,2012,Friday,Weekend 1,20:45:00,22:15:00,90,mainstage,True
Alesso,2012-07-27,2012,Friday,Weekend 1,19:15:00,20:45:00,90,mainstage,True
Thomas Gold,2012-07-27,2012,Friday,Weekend 1,17:45:00,19:15:00,90,mainstage,True
Cazzette,2012-07-27,2012,Friday,Weekend 1,16:15:00,17:45:00,90,mainstage,True
Qulinez,2012-07-27,2012,Friday,Weekend 1,14:45:00,16:15:00,90,mainstage,True
Rebecca & Fiona,2012-07-27,2012,Friday,Weekend 1,13:15:00,14:45:00,90,mainstage,True
Dave Lambert,2012-07-27,2012,Friday,Weekend 1,12:15:00,13:15:00,60,mainstage,True
Carl Cox,2012-07-27,2012,Friday,Weekend 1,23:00:00,01:00:00,120,castle stage,False
UMEK,2012-07-27,2012,Friday,Weekend 1,21:30:00,23:00:00,90,castle stage,False
Cristian Varela vs Marco Bailey,2012-07-27,2012,Friday,Weekend 1,20:00:00,21:30:00,90,castle stage,False
Marco Carola,2012-07-27,2012,Friday,Weekend 1,18:30:00,20:00:00,90,castle stage,False
John Digweed,2012-07-27,2012,Friday,Weekend 1,17:00:00,18:30:00,90,castle stage,False
Yousef,2012-07-27,2012,Friday,Weekend 1,15:30:00,17:00:00,90,castle stage,False
Nicole Moudaber,2012-07-27,2012,Friday,Weekend 1,14:00:00,15:30:00,90,castle stage,False
Jon Rundell,2012-07-27,2012,Friday,Weekend 1,12:30:00,14:00:00,90,castle stage,False
Jamie Jones,2012-07-27,2012,Friday,Weekend 1,23:00:00,01:00:00,120,café d'anvers,False
Joris Voorn,2012-07-27,2012,Friday,Weekend 1,21:00:00,23:00:00,120,café d'anvers,False
Guy Gerber,2012-07-27,2012,Friday,Weekend 1,19:30:00,21:00:00,90,café d'anvers,False
Maceo Plex,2012-07-27,2012,Friday,Weekend 1,17:30:00,19:30:00,120,café d'anvers,False
Ultrasone,2012-07-27,2012,Friday,Weekend 1,16:00:00,17:30:00,90,café d'anvers,False
Hermanez,2012-07-27,2012,Friday,Weekend 1,15:00:00,16:00:00,60,café d'anvers,False
Massimo Girardi,2012-07-27,2012,Friday,Weekend 1,14:00:00,15:00:00,60,café d'anvers,False
Prinz,2012-07-27,2012,Friday,Weekend 1,13:00:00,14:00:00,60,café d'anvers,False
Phil Monday,2012-07-27,2012,Friday,Weekend 1,12:00:00,13:00:00,60,café d'anvers,False
Aeroplane,2012-07-26,2012,Thursday,Weekend 1,23:00:00,00:00:00,60,the gathering,False
Trash Radio,2012-07-26,2012,Thursday,Weekend 1,22:00:00,23:00:00,60,the gathering,False
Prinz,2012-07-26,2012,Thursday,Weekend 1,21:00:00,22:00:00,60,the gathering,False
The Oddword,2012-07-26,2012,Thursday,Weekend 1,20:00:00,21:00:00,60,the gathering,False
Girafe Sauvage DJ: Redhead vs Tom Hades vs Sören Aalberg,2012-07-26,2012,Thursday,Weekend 1,19:00:00,20:00:00,60,the gathering,False
Laston & Geo,2012-07-26,2012,Thursday,Weekend 1,18:00:00,19:00:00,60,the gathering,False
DJaxx & Neurotique,2012-07-26,2012,Thursday,Weekend 1,17:00:00,18:00:00,60,the gathering,False
Heet Van de Naald,2012-07-26,2012,Thursday,Weekend 1,16:00:00,17:00:00,60,the gathering,False
Jerry May,2012-07-26,2012,Thursday,Weekend 1,15:00:00,16:00:00,60,the gathering,False
RooC Audio,2012-07-26,2012,Thursday,Weekend 1,14:00:00,15:00:00,60,the gathering,False
Electric Bastards,2012-07-26,2012,Thursday,Weekend 1,13:00:00,14:00:00,60,the gathering,False
Dimitri Vegas & Like Mike vs Yves V,2012-07-26,2012,Thursday,Weekend 1,00:00:00,01:00:00,60,the gathering,False
Marshal Masters,2013-07-28,2013,Sunday,Weekend 1,23:30:00,00:00:00,30,unknown,False
Miss DJax,2013-07-28,2013,Sunday,Weekend 1,23:15:00,00:00:00,45,unknown,False
Gregor Salto,2013-07-28,2013,Sunday,Weekend 1,23:00:00,00:00:00,60,unknown,False
Benga,2013-07-28,2013,Sunday,Weekend 1,23:00:00,00:00:00,60,unknown,False
Andy Moor b2b Lange,2013-07-28,2013,Sunday,Weekend 1,22:30:00,00:00:00,90,unknown,False
DJ Ward,2013-07-28,2013,Sunday,Weekend 1,22:00:00,23:30:00,90,unknown,False
Roma,2013-07-28,2013,Sunday,Weekend 1,22:00:00,23:00:00,60,unknown,False
Dismantle,2013-07-28,2013,Sunday,Weekend 1,22:00:00,23:00:00,60,unknown,False
Julia Carpenter,2013-07-28,2013,Sunday,Weekend 1,22:00:00,23:00:00,60,unknown,False
Max Graham vs Protoculture,2013-07-28,2013,Sunday,Weekend 1,21:30:00,22:30:00,60,unknown,False
Mauro Picotto,2013-07-28,2013,Sunday,Weekend 1,21:15:00,23:15:00,120,unknown,False
N - Type b2b Walsh,2013-07-28,2013,Sunday,Weekend 1,21:00:00,22:00:00,60,unknown,False
Charly Lownoise and Mental Theo,2013-07-28,2013,Sunday,Weekend 1,21:00:00,22:00:00,60,unknown,False
Morten Breum,2013-07-28,2013,Sunday,Weekend 1,21:00:00,22:00:00,60,unknown,False
Disco Dasco,2013-07-28,2013,Sunday,Weekend 1,20:30:00,22:00:00,90,unknown,False
Tenishia,2013-07-28,2013,Sunday,Weekend 1,20:30:00,21:30:00,60,unknown,False
Distance,2013-07-28,2013,Sunday,Weekend 1,20:00:00,21:00:00,60,unknown,False
DJ Jean,2013-07-28,2013,Sunday,Weekend 1,20:00:00,21:00:00,60,unknown,False
Firebeatz,2013-07-28,2013,Sunday,Weekend 1,20:00:00,21:00:00,60,unknown,False
Phill Da Cunha & Alec,2013-07-28,2013,Sunday,Weekend 1,19:30:00,20:30:00,60,unknown,False
Allure,2013-07-28,2013,Sunday,Weekend 1,19:30:00,20:30:00,60,unknown,False
Joey Beltram,2013-07-28,2013,Sunday,Weekend 1,19:15:00,21:15:00,120,unknown,False
Icicle b2b J:Kenzo,2013-07-28,2013,Sunday,Weekend 1,19:00:00,20:00:00,60,unknown,False
Johan Gielen,2013-07-28,2013,Sunday,Weekend 1,19:00:00,20:00:00,60,unknown,False
Nicolaz,2013-07-28,2013,Sunday,Weekend 1,19:00:00,20:00:00,60,unknown,False
Dyro,2013-07-28,2013,Sunday,Weekend 1,18:30:00,19:30:00,60,unknown,False
Paul Van Dyk,2013-07-28,2013,Sunday,Weekend 1,18:00:00,19:30:00,90,unknown,False
Nicon,2013-07-28,2013,Sunday,Weekend 1,18:00:00,19:00:00,60,unknown,False
Kai Tracid,2013-07-28,2013,Sunday,Weekend 1,18:00:00,19:00:00,60,unknown,False
Daddy's Groove,2013-07-28,2013,Sunday,Weekend 1,18:00:00,19:00:00,60,unknown,False
Dannic,2013-07-28,2013,Sunday,Weekend 1,17:30:00,18:30:00,60,unknown,False
Indecent Noise,2013-07-28,2013,Sunday,Weekend 1,17:00:00,18:00:00,60,unknown,False
NGA Sound,2013-07-28,2013,Sunday,Weekend 1,17:00:00,18:00:00,60,unknown,False
DaHool,2013-07-28,2013,Sunday,Weekend 1,17:00:00,18:00:00,60,unknown,False
Blasterz,2013-07-28,2013,Sunday,Weekend 1,17:00:00,18:00:00,60,unknown,False
Stereoclash,2013-07-28,2013,Sunday,Weekend 1,16:45:00,17:30:00,45,unknown,False
Arctic Moon,2013-07-28,2013,Sunday,Weekend 1,16:00:00,17:00:00,60,unknown,False
AFTER 12,2013-07-28,2013,Sunday,Weekend 1,16:00:00,17:00:00,60,unknown,False
Cor Fijneman,2013-07-28,2013,Sunday,Weekend 1,16:00:00,17:00:00,60,unknown,False
West Klintwood,2013-07-28,2013,Sunday,Weekend 1,16:00:00,17:00:00,60,unknown,False
Mr Grammy & DJ Licious,2013-07-28,2013,Sunday,Weekend 1,15:45:00,16:45:00,60,unknown,False
Rush,2013-07-28,2013,Sunday,Weekend 1,15:15:00,19:15:00,240,unknown,False
Bryan Kearney,2013-07-28,2013,Sunday,Weekend 1,15:00:00,16:00:00,60,unknown,False
Subreachers,2013-07-28,2013,Sunday,Weekend 1,15:00:00,16:00:00,60,unknown,False
Dominico & Ralpheus,2013-07-28,2013,Sunday,Weekend 1,15:00:00,16:00:00,60,unknown,False
Tom Leclercq & Dave Lambert,2013-07-28,2013,Sunday,Weekend 1,14:45:00,15:45:00,60,unknown,False
Fast Distance,2013-07-28,2013,Sunday,Weekend 1,14:00:00,15:00:00,60,unknown,False
Undertone,2013-07-28,2013,Sunday,Weekend 1,14:00:00,15:00:00,60,unknown,False
No Artificial Colours,2013-07-28,2013,Sunday,Weekend 1,14:00:00,15:00:00,60,unknown,False
Philip & Joeri,2013-07-28,2013,Sunday,Weekend 1,13:45:00,14:45:00,60,unknown,False
Huma Noyd,2013-07-28,2013,Sunday,Weekend 1,13:30:00,15:15:00,105,unknown,False
Electrified,2013-07-28,2013,Sunday,Weekend 1,13:00:00,14:00:00,60,unknown,False
2Dirty,2013-07-28,2013,Sunday,Weekend 1,13:00:00,13:45:00,45,unknown,False
DJ Ward,2013-07-28,2013,Sunday,Weekend 1,12:30:00,16:00:00,210,unknown,False
Fred Nova,2013-07-28,2013,Sunday,Weekend 1,12:30:00,14:00:00,90,unknown,False
Adam De Great,2013-07-28,2013,Sunday,Weekend 1,12:30:00,14:00:00,90,unknown,False
J.Fernandes,2013-07-28,2013,Sunday,Weekend 1,12:00:00,13:30:00,90,unknown,False
Audio Boulevard,2013-07-28,2013,Sunday,Weekend 1,12:00:00,13:00:00,60,unknown,False
